review,sentiment
 Bar staff were attentive and service great,1
 Loved the staff especially the concierge and Porter Once I upgraded it was a very comfy large room ,1
 The beds and pillows were very hard and uncomfortable Room had seen better days Interior needs refreshing There was what seemed like animal hair on the bed linen so unsure if the room we were given actually allowed pets Found toe nail clipping on the floor,0
 The noise An event was in in the hotel and the music was loud Not what I would expect for such a hotel The manager on duty that night was rude and un helpful The bed was uncomfortable and broken The hotel itself is beautiful such a shame the night for us was ruined by loud music and an unhelpful night manager We received a full refund for out night stay ,0
 Not clean noisy a bit run down ,0
 Location was good room size ok Bathroom size ok,1
No Negative,0
 Nothing couldn t find fault with anything Didn t like not having time to use the spa ,0
Every thing was excellent Apart from room service for food that never came and been woken up at 9 am by staff walking in room When I mentioned in to reception when checking out they didn t seam bothered,0
No Negative,0
 I wanted a bath,0
 Beds comfy,1
No Positive,1
 First night s stay was very hot because air conditioning had been turned off throughout the hotel Requested a fan for our room but did not receive one ,0
 No parking area and small rooms,0
No Negative,0
 No adverse comments,0
 Stayed in a family suite during half term perfect as the two areas meant we were separated from our kids by the bathroom Great view of the County Hall and London Eye Staff very friendly and welcoming Location is just fantastic and the breakfast was fab too ,1
 Hangers in the room ,0
the bed was very comfortable and the linens crispy clean we paid 15pounds for the breakfast buffet which was good with fresh fruit eggs were delicious The price for breakfast is a little high I liked the free coffee in the lobby and the free apples service for breakfast excellent with lots of refills and frquent refills on the hot items which were also really hot,1
 The location is perfect Close to the tube and in the very center I have to attend Breakfast is excellent,1
No Negative,0
 No complaints ,0
 I have no idea what genius perks are Location superb ,1
 The design of the toilet bath area will get the whole floor to be wet Would be better if there is a segregation The tap of the basin seems to be old and it was very tight ,0
 The room was a good size and the location was central but quiet The staff were very friendly and welcoming and let us borrow an umbrella when the rain was really bad ,1
 Breakfast was nice really nice croissants cheese yogurts etc,1
 An excellent hotel with a great location Apart from a tap malfunction in the main bathroom everything was great A special mention to the concierge who managed to secure us tickets for the theatre at very short notice The Master suite was very roomy and very tasteful I would not hesitate to stay here when I am next again in London ,1
No Positive,1
They didn t clean the room one day Had to call 4 times for someone to bring shampoo Ordered Croissants to my room at 7 00 am and they were dry,0
 Location,1
No Positive,1
 Can t think of any ,0
No Negative,0
 I didn t like the bed,0
 Bathroom very small,0
 Hotel was clean smart looking and great location as well as very professional The room was spacious and the bathroom with both separate shower and bath was a brilliant bonus Our room was located right outside the lifts and we didnt hear anything Also had to love the Apex duck Would definately recommend staying in an Apex hotel ,1
 more comfortable seats in bar,0
 near tube station and a supermarket good location very pleasant hotel receptionists,1
 Great decor excellent breakfast Typical English decoration historical looking inside but modernised rooms ,1
At one room service 2 Aug the service was a little slow probably because it was Sunday and I had no preserves,0
 First thing we got an upgrade from a room to a suite which was very nice Staff was helpful Real beautiful bar with terrific looking bar menu cocktails A lot of attractions of London in walking distance ,1
Pretty much everything the Dulux room isn t very Dulux at all I could hardly walk around the bed that room is that small there no storage space for your bags etc they have one cupboard wide enough to fit a couple shirts it s about 5inch deep There s was stains all over the curtains and carpet The bathroom is a tiny wet room where you have no space to actually move around,0
 the elevator was slow,0
The receptionist was very friendly I arrived about 10pm to check in and he was most helpful upbeat smiley and made me feel welcome He actually gave me a free upgrade which was very nice of him I was only there on business and would be checking out 8 hours later at 6am and the upgrade was an added perk,1
 Bed was very comfy room facilities very good,1
 Just a one night stay to see a musical at the Aldwych Theatre The hotel is ideally situated for Theatres numerous london attractions underground stations and the Thames The staff were superb we will go again ,1
 Nothing,0
 Room was on the small side but we didn t seem to notice much as we were in and out a lot and the rest of the hotel made up for it ,0
1 The hair dryer can not be used in the bathroom and that I can understand But then the plug in the room should be closer to the Mirror or at least to have a larger hair dryer electric cord Because I could not see myself in the Mirror whilst I was drying my hair So basically the hotel has have 3 options Larger hair dryer electric cord Electric plug closer to the mirror Mirror on both sides of the TV 2 Another small comment the shower mat had dessapeared the second night I guess by mistake it was removed and not replaced,0
 We had to queue for breakfast It was worth the wait but not what we expected ,0
 The ventilation pipe was passing through my room and at certain moments at night it was producing much noise not letting me sleep well The room was really small and the shower tight ,0
 Customer relations was great To the girls at the front desk all the guys of concierge the room service crew the massage therapist at the spa and last but not least the incredible Kim She was kind happy spirit and always had a smile on her face Her compassion towards people was superb Thumbs up to a great hotel ,1
 Curtains had holes in it Door of the mini bar was broken ,0
 The stunning architecture and the politeness of the staff ,1
 There was nothing i didnt like about the hotel But maybe instead of red wine maybe a bottle of schloer or some other sparkling grape juice But i didnt mind becaus ei know i didnt put that in my notes so staff would not of known but again no complaints i was just as happy with that thought ,0
 Good staff good room,1
 Location and quality of facilities,1
For 3 days straight I found the staff dumped my cloths on the floor luckily with the cloth clean bag The room cleaning did not reach the standard level of services,0
 The room was very small considering it was meant to me s deluxe room Bathroom was too small ,0
 price,0
 It seems that there are some insects in the bed,0
 The staff were friendly The day are holiday ended ,1
No Negative,0
 The room price and view was great ,1
 The suite Excellent Very clean Staff excellent ,1
 Location was great ,1
 Room size,0
 Location room was lovely and staff were very nice Hotel was clean and restaurant had reasonably priced menu Security was good too as they asked for room card at night Overall it is s lovely hotel and would recommend to friends and family visiting London ,1
 I couldn t point out anything,0
 Brilliant location between west end and Thames riverside always extra special with a warm reception and courteous staff whether front desk or room service cleaners etc,1
 On arrival at Paddington Hotel we were told that there was no hot water and that we were being transferred to another sister hotel The Hotel was the same and was a nice hotel however as we had chosen the hotel due to its close location for all our planned activities being transferred to earls court south kensington was very inconvienient and distrupted our plans to the point that we were unable to make several visits that we had planned as we were unable to walk to the locations we had booked and had to spend extra monies and time using the tube taxis We received a voice mail from the hotel in the morning advising us of this fact but as we had already left for London we did not receive it ,0
 Fantastic property Great location The rooms are clean and comfortable The staff is extremely helpful especially Julian who was nice enough to upgrade my room I would definitely recommend this property to any business or leisure travellers ,1
Apparently the hotel guests before us had replaced 2 of the minibar drinks with their own and as a result we were charged for the 2 drinks Not many cafes and food option nearby,0
 Staff are always lovely cannot do enough to help ,1
 there s no toothpaste and toothbrush and slippers,0
No Negative,0
No Negative,0
 Rooms comfortable and clean Good facilities Good location,1
 Room Size,0
21 00 each for cooked breakfast is a bit expensive,0
 Being in the basement,0
 Good location a short walk from the London Eye ,1
 Great Room and Fantastic staff ,1
 Bed linen is so cozy lovely breakfast super showers and staff are great and friendly ,1
 Very comfortable and clean room Balcony was a little plus ,1
 noisy of other guests,0
 friendly efficient staff who always have a smile on their faces old school service is always appreciated,1
 best standard,1
 Very friendly staff,1
 A little cheaper would have made it value for money,0
 I like how easy it was to all attractions so close to London eye tube station,1
 Not being able to sleep very loud noice in room sounded like a generator Disappointed on the very little sleep I had ,0
 Nothing,0
Being a newshound I loved having BBC 1 2 and News channels Appreciated the coffee tray Very comfortable bed,1
 Was Not that Clean lot of Things like cushion Cover forgotten happened but staff was Friendly ans fast Breakfast queue,0
 Chic modern interior design great location in Paddington staff very friendly and helpful,1
 Location was great close to Arc de Triomphe Very comfortable bed Very attentive staff Faux suede walls,1
Very poor front desk service the morning we left We did not receive the wake up call we ordered and were very late leaving for the airport I attempted to get help from front desk staff who were very uninformed about transportation options to Heathrow a very basic piece of knowledge for hotel staff in London We ended up with a taxi that took 1 5 hours due to a bike race nobody at the hotel seemed aware of this either and cost about 125 If you re not from London be aware that this hotel is in more of a business district Many of the surrounding restaurants and shops were closed on Saturday We walked to Covent Garden for pretty much everything,0
 Food was very nice Busy in the mornings suggest you rise early to avoid the queue ,1
 The rooms are compact which is not unusual for London They were however well kept clean and modern with everything you need It s perfectly placed for exploring London s tourist attractions ,1
No Negative,0
 when we first arrived we were asked of we wanted to pay on arrival or when we left we said when we left and were asked to leave a guarantee of a credit card which we dont have So we had a little trouble but paid for our first night in cash and paid the following morning for the next night ,0
Room on small side for a King very expensive for the Wednesday Thursday nights First night pillows like rocks requested change and got one soft and one slab Third night managed to find 2 soft pillows Bed comfortable Not enough hangers in cupboards for 2 people staying more than 1 night Room temperature control did not go lower than 19C and seemed to revert to 25C once room key taken out Bar prices on the high side,0
 Very bad wi fi,0
 There s no window with outside view The room is smaller than I ve expected and very stuffy ,0
 The double room we stopped in was a little small but was adequate ,0
 Only one luft was in operation during peak season Single room was quite small Double rooms looked larger ,0
 Shower over bath poor thermostat difficult access,0
 Very clean,1
noisy pipes from next door showering at 5am,0
 The room has everything inside as a full package,1
No Negative,0
 A little old fashion ,0
No Negative,0
No Negative,0
 Poor bathroom shower leaked all over the place and poor control of water flow No where to hang towels or bathrobes One bedside light didn t work What is it about hotels in this category where there s no mirror above the dressing table ,0
 Even though our room was at the basement the room was open and spacious enough for two people It wasn t an incovenience at all We were given complimentary drinks for the room key incident ,1
 Over priced it is a nice hotel but facilities and offering is not validating price charged This time I was lucky and get very good offer on the price via booking com I will be coming back every time when I m able to secure such price Breakfast is disappointing ,0
I ordered a bottle of Prosecco for my arrival we were delayed a check in by 15 minutes whilst this was organised then when I got to my room there was no bottle I had to call reception and wait 10 more minutes The pictures online make the rooms look MUCH bigger than they are to the point of being unbelievable,0
 Kindly had the room upgraded Hotel was in a brilliant location with easy access to all main attractions Staff were extremely friendly and the Latin quarter is unbelievably picturesque ,1
 Nothing,0
 Reception and restaurant ghastly ,0
No Negative,0
No Positive,1
 good location,1
 Nothing ,0
 The location was wonderful Near public transportation as well as within walking distance to several important tourist sites The public spaces inside the building registration lobby etc were absolutely fabulous just as beautiful as the pictures on their website That s why I picked this hotel In my price range ALL the hotel rooms in London were extremely small but the Grand Royale London Hyde Park had the gorgeous common areas that set it apart from the rest The rooms were clean the staff very nice and the breakfast was delicious ,1
 Parking But not essential ,0
Breakfast is very expensive 21 12 5 even if compared to hotels like the Househorse Guards where it costs some 18 for a richer variety of products a more comfortable restaurant and a more personnal service It s better to go to Balthazar or even a Starbucks where you feel you re paying for what you get,0
 The second room for our family was not as close as we would have liked despite requesting rooms together Staff were perfunctory and showed no interest whatsoever in us or in enhancing our stay in London When asked to call a taxi they arranged an Uber car and the driver did not know how to get to the destination a tube station so my husband had to use his own phone to navigate Expensive for what we got ,0
 That their system couldn t heat the room and I had to use a heater ,0
 The television and beside control didn t seem to work although that could have been me ,0
 Nothing maybe i would have loved to have a bath tub but the shower is good,0
 Toilet not clean on arrival no shower curtain shower fixture loose bad smell in room ,0
 ROAD WORKINGS AROUND AREA,0
24 hour reception,1
 The waiting time is long for checking in,0
 Nothing ,0
 Very comfortable bed,1
No Negative,0
There were construction works at the front of the hotel but this didn t make much impact when inside However in the reception and all the way to the bottom floor lift was a strong eggy smell that I can only put down to the work outside It was abit gross but once we were by the actual rooms any sign of abnormal smell or noise were gone completely Considering it was a 4 star the room could have been abit neater ie The corners of the room were abit dusty the paint on the windows was cracking but there was nothing major,0
 The staff were fantastic We requested an ice bucket and it was at the room almost straight away The gentleman who checked us in remembered my name Our bathroom had the most amazing bath and overall we felt we got upgraded ,1
 I think that the Location of this hotel is so good,1
 great value for money,1
 Staff was excellent ,1
 upgraded when we arrived to a lovely spacious room overlooking the square Reception staff were plentiful and well informed ,1
 Quiet room as requested Easy check in and check out Friendly staff Great location ,1
 The expense of the food,0
My room was given to other guests when they checked in I was out but my clothes etc where clear to be seen When I spoke to the reception the response was I am night staff so I don t know anything This was a surprisingly unhelpful and unsatisfactory response I also had to phone 4 times for someone to open my safe before the v pleasant gentleman arrived,0
 Hotel is lovely very clean and everything you need hairdryer supplied and no need to bring my owe as if very long hair some hotel hairdryers are shocking Central to the tubes and busses and staff very helpful when look for directions ,1
Their idea of separate beds was two mattresses 3 cm apart from each other with no possibility to move them The feedback form in the room was for some other hotel chain,0
 Unexpected complimentary room upgrade upon arrival ,1
 It took a while in the lifts to get to and from room bar area was a little small considering hotel was child friendly Childs menu was not much choice the breakfast was very poor coffee tasted like the cheapest coffee you could buy not much room in breakfast restaurant or in the bar definitely not worth the money we paid,0
I arrived early in the morning after a long trip from Africa I was able to take a shower and change clothes in the wellness centre which made the day fo me Perfect for 2 nights in transit between a long journey from Africa and a really long journey to NZ Quiet yet less than 5 minute walk to Piccadilly line at Earl s Court even dragging heavy suitcase,1
 Room was a bit tired the air unit or heater or whatever buzzed all night which was very annoying and storage closet space was limited London itself has become a tarpit foul air congestion and everything and I mean everything is so grossly overpriced The city probably tainted my view on the hotel somewhat but I will never visit London again other than perhaps in transit to somewhere more pleasant ,0
No Negative,0
No Positive,1
 Space and quality of bed,1
 Very small room and bathroom There was no one serving in the coffee lounge just a note on the bar to contact reception,0
 Quiet and relaxing by all meanings,1
 No parking and the room is too small,0
 Under going renovation which I wasn t made aware of room comfortable but tired ,0
No Positive,1
No Negative,0
 Absolutely superb location on the doorstep of Kensington Gardens and close to Notting Hill ,1
 Nothing I do not recommend this hotel to tourists The manager does not care about you and they do not try to deal with your problems ,1
Stayed in this hotel for 4 nights with my boyfriend The hotel was perfect A short distance to the square with the tram located near the hotel Perfect loctation lovely park beside the hotel with cafes nearby Staff were very helpful and the hotel in general is fabulous very modern and the bedroom was just great the layout was fantastic with cute steps up to the bed which was super comfy We really enjoyed our stay,1
 Lack of swimming pool ,0
 The bed was extremely comfortable,1
 View from room overlooked old dull buildings ,0
 EVERYTHING friendly helpful staff lovely clean rooms food delicious ,1
The rooms were big and beautiful nothing to complain about the only problem we had was we had booked adjoining rooms and when we went to the hotel they said they don t have adjoining rooms it was the fault of bookings com to mention that it was adjoining rooms and not the hotels fault so with the kids we had to use 2 rooms which was inconvenient really to be in completely separate rooms and the location is not that great and a little scary to travel after dark the staff not that friendly or helpful either,1
 See above tangent ,0
 full of character,1
 Shower control didn t shut off ,0
Could have been more than 2 Nespresso pods if you are a couple it would be great to maybe have 2 decaf 4 regular pods but then again not many hotels have a Nespresso machine in the room to begin with,0
 Nice and clean roomy accommodation I liked the microwave although we didn t need to use it as only there for one night Central location Handy fridge Friendly polite staff ,1
 Perfect location,1
 Air conditioning in the room was fantastic Comfy bed and good pillows Breakfast was splendid ,1
 Good selection for breakfast,1
 The architecture the bar area the staff are kind and helpful ,1
 The shower was half clean the window curtain and the window were dirty ,0
 Very poor room cleanliness very disorganised housekeeping no towels in room on second day had to ask twice to get it resolved,0
No Positive,1
It took them almost half a hour to check me in and in that time 3 people complained who were not in front of me but were still served first I was ignored until I complained,0
 Food could of been better,0
 Couldnt connect phone to speakers,0
 Extra bed very uncomfortable The mattress was far too thin Air conditioning completely inadequate ,0
 Not enough staff Bad location to go to the centre of the city ,0
 The location and the relaxed atmosphere ,1
 Very expensive,0
 The property is centrally located very close to Kensington park ,1
 UPGRADED TO STUDIO SUITE We initially booked for the standard room and the receptionist was so kind and told us that she will upgrade our stay to studio suite The hotel s interior is superb with warm welcome the security guard and receptionists The room itself is very spacious and bed is comfortable There is a large living room that can be arranged into sofa bed sleep for two people we didn t use it since there was just the two of us and the bathroom is complete with shower and bathtub ,1
 Nothing ,0
No Positive,1
 Room size I had to updrage and still tiny room ,0
 Rooms were clean and beautiful and loved the bathroom with the free standing bath,1
 tired aged and scruffy basement room with no opening window inadequate air conditioning more like a dungeon than a hotel ,0
 The hotels architecture is beautiful it was clean and comfortable ,1
No Negative,0
No Negative,0
No Negative,0
No Negative,0
The bathroom is too small and the break fast lacks variety for one staying more than four days I stayed for 6 nights The cleaners don t replenish toiletry supplies facial tissues ran out from my rom and they didn t refinish them They also don t replace bed covers if you don t ask them,0
 Comfy bed good location ,1
No Negative,0
 Stylish decor great staff Super food ,1
 The room was of excellent quality and the bed was so comfortable I could stay there again for this reason alone WiFi being free and of good quality was important for someone like myself roaming with my mobile network Staff were extremely friendly and professional I would recommend this hotel to everyone possible ,1
There is no shower cabinet but the shower is only separated via curtain The complete bathroom was wet after taking 10 minutes shower At check in they offered to give us a local smart phone and we signed some papers It was supposed to be at room but we never received the phone even after calling the reception from the room twice When we asked at reception they apologized for it and told us there was a problem but I found it quite weird,0
 i just enjoyed my stay ,1
 The shower was interesting as it was in the corner of bathroom with only the curtain separating it Needless to say the entire floor and a couple of walls and maybe the roll of tp were soaked following use ,0
After hauling 4 suitcases across London we were informed there was a boiler problem and we had to be moved After my initial reservations the sister hotel just around the corner exceeded our expectations The staff are truly amazing and went out of their way to ensure a great stay,0
Fire alarm was working 2 times The first one was at 11 am and the second was at 11pm And they said it was test while they asked of evacuated and all the gust went to the evacuation point,0
 Location is perfect nice view spacious room shower and bath Being italian I was very happy to find a Nespresso machine as well ,1
 The staff were excellent Friendly and helpful,1
No Negative,0
 Location It is close to station but not very nice neighbourhood,0
 spa room and breakfast all first class,1
 everything except toilet,1
 The basic rooms are too small in size ,1
No Positive,1
 Very friendly and efficient staff convenient location good rooms and public areas,1
Did not have breakfast room perfect for 3 of us with sink microwave nespresso machine fridge kettle Would definitely stay again,1
Every Morning Especially our last morning the house keeping would call very early to clan the rooms and wake us up on our last day they knocked at 8 45 am,0
 Location,1
 The hotel is in an excellent location the reception staff were very efficient and the hotel had a certain amount of old world glamour about it ,1
The fact that the shower flooded the bathroom due to the floor being all one level nice idea in principle but in practice it doesn t work well We had to use some of the towels to dry the floor Also a member of the cleaning staff knocked on our door at about 0830 to see if they could get in to clean the room Checkout wasn t until midday and if we had checked out early then this could have been relayed from reception as to what rooms were ready to clean Disturbed a very rare lie in for my wife and I View from the room was to the inner atrium so all you could see were more rooms This was a shame as being on the 13th floor it would have been nice to have an external window,0
 Bed was very comfortable and air conditioning and shower worked great,1
 Small bed more expensive than pricing provided by booking com noisy AC impossible to sleep bedroom with no windows in the cellar,0
 Couldn t turn off tap in wash basin Handle on shower control came off ,0
Seemed slightly shambolic I checked in around 7pm and yet I was told I wouldn t have towels until an hour later although when I actually went to the room the towels were there but the bathroom just seemed a little ehhh I kept finding stray hairs around the place that didn t belong to me Bit gross,0
 None,1
 Location was perfect for our theatre visit and sightseeing Very close to bus and underground Staff were very helpful especially at breakfast in the bar when restaurant was crowded ,1
 Bed is not comfortable as well as the sofa bed Low quality pillows Small electronic fredge mini bar auto charge on moving stuff ,0
No Negative,0
 The location The feeling of welcome the staff gave us They were very helpful The family room was very roomy and comfortably Its was very good for us to have a laundry room ,1
No Negative,0
Excelllent view out to Cleveland Square quiet extremely helpful staff at all times of day and evening good furnishings of room 317 Good magazine supply Nice atmosphere in lounge bar Above all the excellent room and its fittings Mind the ingenuity of the designer in fitting so much into the space of 317 made it a very different experience than staying in one of the larger upgraded room suites of my last stay there Both are fine just radically different,1
I had a sleepless night at this hotel the room 807 must have the air conditioning system outside it There was a hum of noise from this system all night the equivalent of an idling car which was impossible to sleep through I won t be staying again,0
 Nothing,0
 Location near Russell Square tube station easy to access from Heathrow by Piccadilly line tube,1
 The hotel and staff was excellent we have been before and will be back in the near future really enjoy our stay there,1
My son and his family were staying the same two nights in identical rooms He booked directly with Apex and got full breakfasts included for the same room price that I paid Booking via booking com cost me almost an extra 50 for breakfasts even after I had negotiated a bit of a discount by reference to the comparison,0
 Location,1
 no disturbance from other rooms or the corridors good size room and bathroom Friendly staff,1
 Location,1
 Bathroom size very small,0
 Reception staff helpful ,1
 huge tidy rooms decent breakfast gaming room ,1
 Room wasnt as good as advertised Added extras for city view although booked for city view Additional phone charges Noisey in the morning,0
 The sauna facilities were located in the same room as the massage tables and exercise bikes a little compact and restrictive with no changing facilities ,0
 Location was poor in a rough area with a sote for homeless people opposite Breakfast selection was poor Same selection every day Staff were not very receptive Room wasn t service properly at times and when missing items were requested they would not deliver them to the room you would have to go down and get them ,0
 location and staff,1
No Negative,0
Noisy until 2 am Adults and children talking in the aisles slamming doors and no one from the hotel asked them to be more respectful,0
 The Bathroom Door jammed but no one s fault really ,0
 All good,0
 The ice bar was an excellent feature,1
 Location was good front desk some team members are very helpful and some not ,1
 Location is really bad ,0
 the stuff was very professional and welcoming the room was perfect in size clean and comfortable,1
 No negative comments which is unusual for me ,0
 I loved the view from the balcony it was amazing,1
No Negative,0
On arrival we were Met with a long que to reception when we did get served we were told they didn t have a room available for us due to maintenance work They said to go to the bar for a complementary drink and they would have a taxi pick us up and take us in 10 mins An hour and half later we were still waiting I asked them to get me a room in there hotel as other people were checking in They agreed and we ended up in a basement room which was very small Tv didn t have a remote to operate it either It definatley was not a four star room or experience We had to que 30 mins to get into the breakfast room When we did get in they had no cerial bowls so we had to use dinner plates to eat fruit and yogurt They clearly were struggling to cope as the beans sausage bacon etc was all depleted at different times Worst hotel experience for us for a long time Shame as we were there for my wife s birthday,0
Being woken at 5am by a wake up call I did not order Being woken ten minutes later by a phone call Then the teenagers next door slammed the door numerous times from 6am to 6 45am until I asked them to stop The manager on duty was not helpful and advised that I was not the only one woken up by the automated wake up call system He advised that at least 15 other guests were also called that did not make me feel better and there was no effort to mitigate my dissatisfaction,0
 The double bed is a bit too small for two ,0
 Breakfast good staff in dining room good,1
No Negative,0
 A bit chilly in the main areas because open plan is contiguous with the front doors to the hotel ,0
 We had to request a bedroom with a bathtub because most come with tiny little showers and the fridge wasn t very cold but these were both minor things ,0
 We were not give the size of room we paid for first night we had to complained Web mentions complimentary fresh fruit and water in rooms this did not happen Wardrobe space nonexistence even for one person let alone a couple The rooms were too compact Wash area needs care and attending to seals around basins and tiles,0
 Excellent location ,1
 Bathrooms fabulous Breakfast lovely ,1
 I was expecting a delivery at the reception and despite having a confirmation of the delivery the night staff refused to give it to me arguing that it has never been delivered It is only when I ve threatened them to call the police that my package suddenly reappeared without the slightest apology Outrageous I strongly advise you to chose another hotel if you have any concern for your belongings ,0
 It s a family hotel so sometimes there are kids running around like it s a playground Apart from that all good,0
 Had to queue for breakfast every morning and will eventually got there cooked breakfast was mainly cold and not all ready A,0
 Stairs down to main entrance although there is a back entrance which eliminates these ,0
 Clean and comfortable,1
 Great location lovely room,1
 tray of used crockery etc outside my door when checking in to my room Still there several hours later thermostat limited on very cold night Not warm enough ,0
No Negative,0
 Friendly staff Nothing was too much problem Quiet at night,1
No Positive,1
 I have stayed in this hotel many times but on this occasion I got one of the smaller rooms Didn t like the glass door on bathroom ,0
 I did not have time to use the hotel facilities for a one night stay however the bar service and staff in the lobby area was excellent ,1
No Negative,0
 Rooms were very much smaller than expected felt cramped in,0
Our room 223 had shabby furniture well worn a job to get in and out of the bath needed another handle to get in I reported loos electric plug on electric iron,0
 Loved it all,0
No Negative,0
I booked a double room but it turned out to be 2 single beds pushed together We found it very uncomfortable Also the beds had seperate single bed sheets on them so no effort was made to even make it appear like a double bed double sheets at least would have been a start Breakfast instead of new unpealed potatoes chips would be better The sausages were undercooked and the beans were cheap I WAS REALLY DISSAPOINTED when we returned back from breakfast we noticed that someone had came into our room and stolen a mars bar that was on the bedside cabinet It made it worse by the fact it was a double mars bar so someone had torn it open and taken half then just left the other half in the torn wrapper and left it on the table I reported this incident to the duty manager she said she would look into it I really do not expect this kind of thing to happen especially in a reputable place like this It s not the item itself that i m concerned about but it s rather the value of principle,0
 Very helpful staff Beautiful view of the Eiffel Tower from our room and a lovely honeymoon welcome ,1
 Queue at check in and flimsy frosted glass door on bathroom not sufficiently private for twin room,0
 Bed was really comfortable,1
No Negative,0
No Negative,0
 Staff bed architecture ,1
 Absolutely nothing,0
 The room layout was not smart ,0
 nice comfortable value for money ,1
 Wardrobe inside light was not going off when closing the doors so was lit all night Poor views from our room though just used it for overnight mostly WIFI poor speed ,0
 the location is good very near the station and some good restaurants hotel s architecture both inside and outside is amazing ,1
 room size and all about was very good ,1
 Breakfast not included,0
 Everything It was smooth every step of the way ,1
Room for 3 people but serviced and adequate for 2 people only 1 double bed and 1 sofa instead of 3 separated bed,0
Twin room but beds joined together Moved beds apart but revealed torn carpet and bare concrete Bathroom fittings loose and worn Breakfast expensive at 16 95 per person,0
 The location is unbeatable The staff are friendly and very helpful Max of the concierge staff was very helpful friendly and enthusiastic ,1
 Small room very small bathroom High level Windows meant no outlook ,0
 We were given a complementary upgrade on arrival which was very much appreciated ,1
 We enjoyed our dinner in the Hotel Restaurant The location is very handy for Westminster Big Ben and the Houses of Parliament the Southbank of the River Thames with its many restaurants cafes and Waterloo Station for connections to London Underground and national rail services ,1
 Went to Marriott County Hall by mistake having known County Hall before it became a hotel Park Plaza County Hall is not at the old County Hall although it is nearby I think it confusing to have a Marriott County Hall and a Park Plaza County Hall close together although a traveller without prior knowledge would probably read the website more carefully than I did ,0
 We got a room that was very small and not very fresh The pictures on the hotels website for std dbl room was not what we got We could change room though ,0
No Negative,0
The minuses were athough they did not influence me to give a goog review is that the restaurant may not be so expensive but we had room service once had a basic pizza and it was horrible and it costed 35 The second situation was in the hotel bar when the waiter took our order we waited 20 minutes for a drink and again waited after he renturned for the second time,0
 Rooms very good,1
Internet speed of 1MB apparently I didn t test it as my data plan runs faster But there was no milk supplied for my tea a true travesty,0
 location and staff,1
Excellent view from my room Floor 12th,1
 We were on ground floor with great bay windows but it must of been bin collection day so a bit of an early wake up call ,0
 Everything was five star,0
 Breakfast although nice and plenty of choice was far too expensive cheaper and better choice at local restaurants and bars,0
 Prices can change ,0
 Everything Great hotel and friendly staff Location is perfect and rooms are big and clean with great amenities The hotel has character I was impressed by the hotels staff and management on how they go out there way to keep us happy For example helping me with a early check in late check out Would definitely stay here again ,1
 Great location Lovely clean room with the comfiest bed and amazing big bath tub ,1
 room was tired in parts and expensive for what we got,0
 Breakfast facilities were overcrowded,0
 Convenient to local attractions and a family visit Good sized suite which the kids loved and great bathroom with walkin rain shower and large bath,1
No Negative,0
No Negative,0
 Amazing location We didn t pay extra to face the London Eye but were given a room on that side of the hotel The gym had everything we needed too ,1
Did book a twin bedded room and got a very large double so it didn t matter too much Loo very low lucky I am only 5ft 2,0
 The hotel is very clean The double bed was very small It is a bad and a half in a double luxury room Room had micro fridge and tea coffe but it is a very small room,1
We spend 5 nights in three different rooms We were moved twice due to very very poor Quality rooms This is a lovely looking hotel from the street with marvellous staff and a great position but a hotel that is well over due for a complete makeover I would suggest for the price to stay at the Russell you could do MUCH better elsewhere,0
 Everything was fine,0
 Room windows and bathroom were not as clean as they could have been ,0
No Negative,0
 Breakfast,0
 nothing,0
 Lovely spacious room with comfortable bed The provision of bottles of water and fruit was a nice touch Would happily stay here again,1
 location,1
 Friendly staff Facilities in the room were very good City view room excellent Breakfast good Room service efficient ,1
 Bed location,1
 Fantastic hotel in a great central location for Oxford Street and Covent Garden The staff were very efficient and helpful Lovely size twin room Very clean ,1
 Excellent location nice rooms helpful staff,1
 The location so central but hidden away so Nice quiet We had actively corner room with a very comfy bed ,1
 Friendly staff,1
 Nice and clean Well renovated ,1
 Hotel is in a good position although tucked away from the main road Our room was very clean and the bed comfortable The iron and ironing board came in handy as we were going to a wedding,1
 Location is excellent,1
 Great value for money good location in london access to a nice garden,1
 All good,0
I just don t think a room without breakfast is worth 269 I suppose the problem is that if people will pay it you can charge it,0
 We were able to be moved immediately after asking after our shower broke and maintence had to be called However due to the inconvenience we were moved to the executive suite which was amazing Staff were so kind I would definitely stay there again D staff also left a lovely surprise for my other half a birthday which was so kind ,1
The location was perfect literally a 2 minute walk to the London eye and Westminster bridge there was a car park that was just outside the hotel so extremely handy,1
No Negative,0
 Location,1
 Rooms not facing street look to back alley and backs of old buildings One of our rooms had funky location down steps off the main hallway Very small bathroom ,0
 Everything was good ,1
 Great service friendly staff and perfect location We were lucky enough to have the room upgraded and so it simply could t have been better ,1
 all park plaza hotels chine,1
 Location was excellent for Paddington Station great design of bedroom nice staff,1
No Negative,0
 Very nice property stylish hotel friendly staff spacious rooms except the one with stairs and close to the city center just a couple of stops by tram ,1
 Hotel staff are very professional but nothing is too much trouble Very attentive ,1
No Negative,0
 One of the bar staff was quite rude but he stood out because the other staff were very friendly and helpful ,0
No Negative,0
No Negative,0
 It was the ambience and the weekend was a success ,1
 Great location and beautiful rooms,1
 There weren t a lot of leisure facilities pool gym spa sauna etc ,0
